Community Board Complaints  6/1/2015 to 6/30/2015,,,,,,,,,,,
Complaint Number,Status,Date Entered,Address,Bin,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
4623188,ACTIVE,6/28/2015,87-80 109 STREET,4457335,409,,45,QNS.,,,
4623189,CLOSED,6/28/2015,31-31 54 STREET,4025207,401,,37,ERT,6/29/2015,I2,6/29/2015
4623190,ACTIVE,6/28/2015,103-39 121 STREET,4203812,410,,45,QNS.,,,
4623191,ACTIVE,6/28/2015,103-26 115 STREET,4201914,410,,55,QNS.,,,
4623192,ACTIVE,6/28/2015,103-16 115 STREET,4201909,410,,55,QNS.,,,
4623193,ACTIVE,6/28/2015,2-39 147 PLACE,4101734,407,,45,QNS.,,,
4623194,ACTIVE,6/28/2015,239-02 147 ROAD,4291643,413,,5,QNS.,,,
4623195,ACTIVE,6/28/2015,91-32 112 STREET,4195579,409,,55,QNS.,,,
4623196,CLOSED,6/28/2015,219-30 143 AVENUE,4281152,413,,29,QNS.,6/30/2015,A6,6/29/2015
4623197,ACTIVE,6/28/2015,104-52 93 AVENUE,4195367,409,,5,QNS.,,,
4623198,ACTIVE,6/28/2015,191 BEACH 126 STREET,4305112,414,,5,QNS.,,,
4623199,ACTIVE,6/28/2015,99-11 57 AVENUE,4431639,404,,65,PLUMB,6/29/2015,D2,6/29/2015
4623200,ACTIVE,6/28/2015,116-05 103 AVENUE,4200446,409,,35,QNS.,,,
4623201,ACTIVE,6/28/2015,32-30 70 STREET,4026290,403,,63,ELEVR,,,
4623202,CLOSED,6/28/2015,143-06 LIBERTY AVENUE,4214726,412,,4J,ERT,6/28/2015,MA,6/26/2015
4623203,CLOSED,6/28/2015,139-37 JAMAICA AVENUE,4206667,412,,4J,ERT,6/28/2015,MA,6/26/2015
4623204,CLOSED,6/28/2015,168-02 HILLSIDE AVENUE,4210127,412,,4J,ERT,6/28/2015,MA,6/27/2015
4623205,CLOSED,6/28/2015,184-15 JAMAICA AVENUE,4211971,412,,4J,ERT,6/28/2015,MA,6/27/2015
4623206,CLOSED,6/28/2015,184-17 JAMAICA AVENUE,4211970,412,,4J,ERT,6/28/2015,MB,6/27/2015
4623207,CLOSED,6/28/2015,92-06 173 STREET,4217514,412,,4J,ERT,6/28/2015,MA,6/27/2015
4623208,CLOSED,6/28/2015,88-15 168 STREET,4210100,412,,63,ELEVR,6/29/2015,I2,6/29/2015
4623209,ACTIVE,6/28/2015,119-40 METROPOLITAN AVENUE,4311351,409,,31,QNS.,,,
4623210,ACTIVE,6/28/2015,253-16 147 ROAD,4289973,413,,45,QNS.,,,
4623211,ACTIVE,6/28/2015,111-33 42 AVENUE,4049993,404,,45,QNS.,,,
4623212,ACTIVE,6/28/2015,82-63 88 LANE,4094753,405,,55,QNS.,,,
4623213,CLOSED,6/28/2015,115-23 122 STREET,4252112,410,,29,QNS.,6/30/2015,I2,6/29/2015
4623214,ACTIVE,6/28/2015,106-13 32 AVENUE,4041892,403,,5,QNS.,,,
4623215,ACTIVE,6/28/2015,71-22 MYRTLE AVENUE,4090502,405,,31,QNS.,,,
4623216,ACTIVE,6/28/2015,107-17 113 STREET,4203487,410,,83,QNS.,,,
4623217,ACTIVE,6/28/2015,94-40 216 STREET,4226327,413,,31,QNS.,,,
4623218,ACTIVE,6/28/2015,50-56 45 STREET,4053177,402,,5,QNS.,,,
4623219,ACTIVE,6/29/2015,31-18 35 STREET,4008971,401,,58,BOILR,,,
4623220,ACTIVE,6/29/2015,104-64 128 STREET,4204722,410,,45,QNS.,,,
4623221,ACTIVE,6/29/2015,133-01 SANFORD AVENUE,4114264,407,,63,ELEVR,,,
4623222,ACTIVE,6/29/2015,45-68 163 STREET,4123283,407,,45,QNS.,,,
4623223,ACTIVE,6/29/2015,139-01 ARCHER AVENUE,4213816,412,,5,QNS.,,,
4623224,CLOSED,6/29/2015,52-06 JUNCTION BOULEVARD,4046684,404,,1Z,EXEC,6/29/2015,Y3,6/16/2015
4623225,CLOSED,6/29/2015,139-32 230 STREET,4283477,413,,2B,QNS.,6/30/2015,C2,6/30/2015
4623226,CLOSED,6/29/2015,1875 GREENE AVENUE,4081335,405,,1Z,EXEC,6/29/2015,Y3,6/2/2015
4623227,CLOSED,6/29/2015,68-03 172 STREET,4149660,408,,4M,BEST,6/29/2015,V3,6/27/2015
4623228,CLOSED,6/29/2015,23-40 BELL BOULEVARD,4842262,407,,2E,BEST,6/29/2015,P6,6/29/2015
4623229,CLOSED,6/29/2015,29-05 REVIEW AVENUE,4003569,402,IBZ,4M,BEST,6/29/2015,V3,6/27/2015
4623230,CLOSED,6/29/2015,179-38 143 ROAD,4281021,412,,29,QNS.,6/30/2015,H1,6/30/2015
4623231,CLOSED,6/29/2015,75-48  180 STREET,4154712,408,,2E,BEST,6/29/2015,P6,6/29/2015
4623232,CLOSED,6/29/2015,68-03 172 STREET,4149660,408,,2E,BEST,6/29/2015,P6,6/29/2015
4623233,ACTIVE,6/29/2015,144-13 85 AVENUE,4208036,408,,86,BEST,6/29/2015,D4,6/29/2015
4623234,CLOSED,6/29/2015,133-30 123 STREET,4254592,410,,2E,BEST,6/29/2015,P6,6/29/2015
4623235,ACTIVE,6/29/2015,123-10 OCEAN PROMENADE,4311307,414,,2L,FISP,,,
4623236,ACTIVE,6/29/2015,85-63 87 STREET,4181819,409,,4,ERT,,,
4623237,ACTIVE,6/29/2015,90-66 199 STREET,4222896,412,,83,QNS.,,,
4623238,ACTIVE,6/29/2015,85-63 87 STREET,4181819,409,,5,QNS.,,,
4623239,ACTIVE,6/29/2015,85-63 87 STREET,4181819,409,,9,QNS.,,,
4623240,CLOSED,6/29/2015,22-44 JACKSON AVENUE,4596913,402,,4L,BEST,6/30/2015,L2,6/30/2015
4623241,CLOSED,6/29/2015,85-63 87 STREET,4181819,409,,3,ERT,7/1/2015,I2,7/1/2015
4623242,CLOSED,6/29/2015,108-01 ATLANTIC AVENUE,4195452,409,,2E,BEST,6/29/2015,P6,6/29/2015
4623243,CLOSED,6/29/2015,99-15 67 ROAD,4075090,406,,23,SCFLD,6/30/2015,L1,6/30/2015
4623244,CLOSED,6/29/2015,101-16 158 AVENUE,4295197,410,,4K,BEST,6/29/2015,A3,6/27/2015
4623245,CLOSED,6/29/2015,37-15 255 STREET,4169742,411,,2E,QNS.,6/29/2015,P6,6/29/2015
4623246,CLOSED,6/29/2015,85-15 120 STREET,4861587,409,,4M,BEST,6/29/2015,L1,6/27/2015
4623247,CLOSED,6/29/2015,51-27 QUEENS BOULEVARD,4030860,402,,4M,BEST,6/29/2015,L1,6/27/2015
4623250,CLOSED,6/29/2015,32-01 30 AVENUE,4008604,401,,86,QNS.,6/30/2015,I2,6/29/2015
4623251,ACTIVE,6/29/2015,249-52 148 ROAD,4289781,413,,5,QNS.,,,
4623252,ACTIVE,6/29/2015,101-44 109 STREET,4198639,409,,15,QNS.,,,
4623253,CLOSED,6/29/2015,  82 STREET,9999994,409,,5,QNS.,6/30/2015,K1,6/30/2015
4623254,ACTIVE,6/29/2015,85-34 ROCKAWAY BOULEVARD,4531305,409,,5,QNS.,,,
4623255,ACTIVE,6/29/2015,37-11 MAIN STREET,4112473,407,,59,ELCTR,7/1/2015,C1,6/30/2015
4623256,ACTIVE,6/29/2015,109-07 86 AVENUE,4191974,409,,1Z,EXEC,,,
4623257,ACTIVE,6/29/2015,189-19 45 DRIVE,4124792,411,,83,QNS.,,,
4623258,ACTIVE,6/29/2015,96-27 ATLANTIC AVENUE,4186609,409,,1A,QNS.,,,
4623259,ACTIVE,6/29/2015,115-26 169 STREET,4267308,412,,45,QNS.,,,
4623260,ACTIVE,6/29/2015,146-02 20 ROAD,4104875,407,,29,QNS.,,,
4623261,CLOSED,6/29/2015,96-10 37 AVENUE,4043836,403,,94,PLUMB,6/29/2015,A8,6/29/2015
4623262,ACTIVE,6/29/2015,141-15 HOOVER AVENUE,4207937,408,,54,QNS.,,,
4623263,ACTIVE,6/29/2015,40-15 23 AVENUE,4015406,401,,5,QNS.,,,
4623264,ACTIVE,6/29/2015,129-07 135 PLACE,4532106,410,,15,QNS.,,,
4623265,CLOSED,6/29/2015,123-14 JAMAICA AVENUE,4196012,409,,58,BOILR,6/29/2015,C2,6/27/2015
4623266,ACTIVE,6/29/2015,93-09 75 STREET,4184676,409,,5,QNS.,,,
4623267,CLOSED,6/29/2015,  68 STREET,9999994,403,,85,QNS.,6/30/2015,K1,6/30/2015
4623268,ACTIVE,6/29/2015,103-51 104 STREET,4201487,410,,45,QNS.,,,
4623269,ACTIVE,6/29/2015,95-20 76 STREET,4186847,409,,45,QNS.,,,
4623270,ACTIVE,6/29/2015,59-06 ST FELIX AVENUE,4532019,405,,37,ERT,7/1/2015,C1,7/1/2015
4623271,ACTIVE,6/29/2015,29-24 21 AVENUE,4017707,401,,63,ELEVR,,,
4623272,ACTIVE,6/29/2015,97-46 82 STREET,4188181,409,,35,QNS.,,,
4623273,ACTIVE,6/29/2015,64-31 ALDERTON STREET,4074587,406,,5,QNS.,,,
4623274,ACTIVE,6/29/2015,107-37 88 STREET,4190536,410,,45,QNS.,,,
4623275,ACTIVE,6/29/2015,  62 AVENUE,9999994,405,,49,SPOPS,,,
4623276,ACTIVE,6/29/2015,64-44 COOPER AVENUE,4090805,405,,45,QNS.,,,
4623277,CLOSED,6/29/2015,140-50 BURDEN CRESCENT,4207743,408,,37,ERT,7/1/2015,I2,7/1/2015
4623278,ACTIVE,6/29/2015,34-05 80 STREET,4431087,403,,73,QNS.,,,
4623279,ACTIVE,6/29/2015,34-13 80 STREET,4431243,403,,73,QNS.,,,
4623280,ACTIVE,6/29/2015,34-21 80 STREET,4029193,403,,73,QNS.,,,
4623281,ACTIVE,6/29/2015,34-29 80 STREET,4029192,403,,73,QNS.,,,
4623282,ACTIVE,6/29/2015,64-44 COOPER AVENUE,4090805,405,,5,QNS.,,,
4623283,ACTIVE,6/29/2015,34-37 80 STREET,4431235,403,,73,QNS.,,,
4623284,ACTIVE,6/29/2015,34-47 80 STREET,4431189,403,,73,QNS.,,,
4623285,ACTIVE,6/29/2015,34-02 81 STREET,4431109,403,,73,QNS.,,,
4623286,ACTIVE,6/29/2015,34-06 81 STREET,4440326,403,,73,QNS.,,,
4623287,ACTIVE,6/29/2015,34-14 81 STREET,4431126,403,,73,QNS.,,,
4623288,ACTIVE,6/29/2015,34-22 81 STREET,4029189,403,,73,QNS.,,,
4623289,ACTIVE,6/29/2015,34-30 81 STREET,4029190,403,,73,QNS.,,,
4623290,ACTIVE,6/29/2015,34-48 81 STREET,4431137,403,,73,QNS.,,,
4623291,ACTIVE,6/29/2015,56-56 220 STREET,4160325,411,,83,QNS.,,,
4623292,ACTIVE,6/29/2015,249-14 38 AVENUE,4169866,411,,74,QNS.,,,
4623293,ACTIVE,6/29/2015,42-31 UNION STREET,4865118,407,,83,QNS.,,,
4623294,ACTIVE,6/29/2015,49-20 43 AVENUE,4001288,402,,45,QNS.,,,
4623295,CLOSED,6/29/2015,38,9999994,4,,83,QNS.,6/30/2015,K1,6/30/2015
4623296,ACTIVE,6/29/2015,48-28 65 STREET,4054041,402,,45,QNS.,,,
4623297,CLOSED,6/29/2015,48-28 65 STREET,4054041,402,,37,ERT,7/1/2015,C2,7/1/2015
4623298,ACTIVE,6/29/2015,9-19 127 STREET,4096782,407,,45,QNS.,,,
4623299,ACTIVE,6/29/2015,43-05 DOUGLASTON PARKWAY,4168844,411,,5,QNS.,,,
4623300,ACTIVE,6/29/2015,61-27 136 STREET,4461863,407,,4B,SEP,,,
4623301,ACTIVE,6/29/2015,140-55 34 AVENUE,4112574,407,,4B,SEP,,,
4623302,ACTIVE,6/29/2015,152-35 10 AVENUE,4438061,407,,4B,SEP,,,
4623303,CLOSED,6/29/2015,32-31 34 STREET,4008822,401,,1Z,EXEC,6/29/2015,A8,6/27/2015
4623304,CLOSED,6/29/2015,78-00 MYRTLE AVENUE,4541410,405,,4B,SEP,7/1/2015,I2,6/30/2015
4623305,ACTIVE,6/29/2015,42-43 ITHACA STREET,4038933,404,,4B,SEP,,,
4623306,CLOSED,6/29/2015,43-27 33 STREET,4003422,402,IBZ,4B,SEP,7/1/2015,A9,6/30/2015
4623307,ACTIVE,6/29/2015,23-21 33 AVENUE,4006538,401,,4B,SEP,,,
4623308,ACTIVE,6/29/2015,34-60 48 STREET,4541446,401,,4B,SEP,,,
4623309,ACTIVE,6/29/2015,84-09 94 STREET,4182629,409,,45,QNS.,,,
4623310,ACTIVE,6/29/2015,89-56 ELMHURST AVENUE,4038784,404,,1A,QNS.,,,
4623311,CLOSED,6/29/2015,73-03 196 PLACE,4154426,408,,12,BEST,6/30/2015,A3,6/30/2015
4623312,ACTIVE,6/29/2015,85-11 218 STREET,4165437,411,,83,QNS.,6/29/2015,D1,6/29/2015
4623313,ACTIVE,6/29/2015,65-20 JAY AVENUE,4054853,405,,45,QNS.,,,
4623314,CLOSED,6/29/2015,60-11 53 STREET,4437505,405,,86,ERT,6/29/2015,I1,6/29/2015
4623315,ACTIVE,6/29/2015,32-10 148 STREET,4108594,407,,15,QNS.,,,
4623316,ACTIVE,6/29/2015,158-17 RIVERSIDE DRIVE,4103505,407,,5,QNS.,,,
4623317,ACTIVE,6/29/2015,25-42 71 STREET,4022926,403,,55,QNS.,,,
4623318,ACTIVE,6/29/2015,181 BEACH 25 STREET,4436074,414,,45,QNS.,,,
4623319,CLOSED,6/29/2015,72-32 WOODSIDE AVENUE,4032014,404,,2E,BEST,6/29/2015,P6,6/29/2015
4623320,CLOSED,6/29/2015,72-34 WOODSIDE AVENUE,4032015,404,,2E,BEST,6/29/2015,P6,6/29/2015
4623321,ACTIVE,6/29/2015,212-04 UNION TURNPIKE,4164669,411,,5,QNS.,,,
4623322,ACTIVE,6/29/2015,116-18 MYRTLE AVENUE,4193382,409,,45,QNS.,,,
4623323,ACTIVE,6/29/2015,164-12 77 ROAD,4150937,408,,5,QNS.,,,
4623324,CLOSED,6/29/2015,HOLLIS AVENUE,9999994,412,,5,QNS.,6/30/2015,K1,6/30/2015
4623325,ACTIVE,6/29/2015,61-10 QUEENS BOULEVARD,4437383,402,,79,ERT,,,
4623326,ACTIVE,6/29/2015,47-29 39 STREET,4002800,402,,9,QNS.,,,
4623327,ACTIVE,6/29/2015,104-01 REMINGTON STREET,4214744,412,,45,QNS.,,,
4623328,ACTIVE,6/29/2015,99-04 74 AVENUE,4078423,406,,5,QNS.,,,
4623329,ACTIVE,6/29/2015,44-29 KISSENA BOULEVARD,4117219,407,,5,QNS.,,,
4623330,ACTIVE,6/29/2015,89-22 169 STREET,4209679,412,,45,QNS.,,,
4623331,ACTIVE,6/29/2015,150-61 183 STREET,4865311,413,,45,QNS.,,,
4623332,ACTIVE,6/29/2015,58-17 74 STREET,4063302,405,,55,QNS.,,,
4623333,ACTIVE,6/29/2015,115-03 ATLANTIC AVENUE,4195806,409,,45,QNS.,,,
4623334,ACTIVE,6/29/2015,103-39 117 STREET,4203663,410,,5,QNS.,,,
4623335,ACTIVE,6/29/2015,35-50 92 STREET,4533542,403,,45,QNS.,,,
4623336,ACTIVE,6/29/2015,84-40 63 AVENUE,4069578,405,,15,QNS.,,,
4623337,ACTIVE,6/29/2015,84-44 63 AVENUE,4069580,405,,15,QNS.,,,
4623338,ACTIVE,6/29/2015,103-39 117 STREET,4203663,410,,5,QNS.,,,
4623339,ACTIVE,6/29/2015,60-28 255 STREET,4173036,411,,74,QNS.,,,
4623340,ACTIVE,6/29/2015,32-17 75 STREET,4026619,403,,85,QNS.,,,
4623341,CLOSED,6/29/2015,77 STREET,9999994,4,,4,ERT,6/29/2015,K1,6/29/2015
4623342,ACTIVE,6/29/2015,107-40 170 STREET,4218312,412,,85,QNS.,,,
4623343,ACTIVE,6/29/2015,35-24 99 STREET,4448620,403,,74,QNS.,,,
4623344,ACTIVE,6/29/2015,88-21 163 STREET,4210040,412,,45,QNS.,,,
4623345,ACTIVE,6/29/2015,32-30 70 STREET,4026290,403,,63,ELEVR,,,
4623346,CLOSED,6/29/2015,  85 AVENUE,9999994,409,,35,QNS.,6/30/2015,K1,6/30/2015
4623347,ACTIVE,6/29/2015,149-26 32 AVENUE,4108859,407,,45,QNS.,,,
4623348,ACTIVE,6/29/2015,149-15 33 AVENUE,4108870,407,,45,QNS.,,,
4623349,ACTIVE,6/29/2015,111-06 130 STREET,4250841,410,,31,QNS.,,,
4623350,CLOSED,6/29/2015,22-44 JACKSON AVENUE,4596913,402,,4,ERT,6/29/2015,I1,6/29/2015
4623351,ACTIVE,6/29/2015,41-28 71 STREET,4311920,402,,75,SPOPS,,,
4623352,CLOSED,6/29/2015,23-75 38 STREET,9999994,401,,35,QNS.,6/30/2015,K1,6/30/2015
4623353,ACTIVE,6/29/2015,84-41 CORONA AVENUE,4038728,404,,35,QNS.,,,
4623354,ACTIVE,6/29/2015,84-41 CORONA AVENUE,4038728,404,,45,QNS.,,,
4623355,ACTIVE,6/29/2015,84-41 CORONA AVENUE,4038728,404,,55,QNS.,,,
4623356,ACTIVE,6/29/2015,84-41 CORONA AVENUE,4038728,404,,55,QNS.,,,
4623357,ACTIVE,6/30/2015,89-07 145 STREET,4206710,412,,45,QNS.,,,
4623359,ACTIVE,6/30/2015,74-21 46 AVENUE,4038208,404,,31,QNS.,,,
4623360,ACTIVE,6/30/2015,112-12 202 STREET,4235311,412,,55,QNS.,,,
4623361,ACTIVE,6/30/2015,22-88 MOTT AVENUE,4299581,414,,63,ELEVR,,,
4623362,ACTIVE,6/30/2015,130-12 126 STREET,4255325,410,,31,QNS.,,,
4623364,ACTIVE,6/30/2015,65-41 BOOTH STREET,4072167,406,,2L,FISP,,,
4623365,ACTIVE,6/30/2015,102-40 62 AVENUE,4050999,406,,2L,FISP,,,
4623366,CLOSED,6/30/2015,220-11 HARTLAND AVENUE,4164907,411,,5,QNS.,7/1/2015,I1,7/1/2015
4623367,ACTIVE,6/30/2015,210-17 HOLLIS AVENUE,4233731,413,,5,QNS.,,,
4623368,ACTIVE,6/30/2015,83-05 ROOSEVELT AVENUE,4536749,403,,5,QNS.,,,
4623369,ACTIVE,6/30/2015,81-05 ROOSEVELT AVENUE,4030025,403,,49,SPOPS,,,
4623370,ACTIVE,6/30/2015,81-05 ROOSEVELT AVENUE,4030025,403,,5,QNS.,,,
4623372,ACTIVE,6/30/2015,219-09 107 AVENUE,4240703,413,,45,QNS.,,,
4623373,ACTIVE,6/30/2015,25-10 31 AVENUE,4311892,401,,45,QNS.,,,
4623374,CLOSED,6/30/2015,96-10 57 AVENUE,4047315,404,,45,QNS.,7/1/2015,H1,7/1/2015
4623375,ACTIVE,6/30/2015,147-23 JEWEL AVENUE,4143911,408,,5,QNS.,7/1/2015,D1,7/1/2015
4623376,CLOSED,6/30/2015,42-48 27 STREET,4005097,402,,91,BEST,7/1/2015,L1,7/1/2015
4623377,ACTIVE,6/30/2015,40-94 DENMAN STREET,4038846,404,,2L,FISP,,,
4623378,ACTIVE,6/30/2015,132-19 114 STREET,4253709,410,,45,QNS.,,,
4623379,CLOSED,6/30/2015,41-05 69 STREET,4030543,402,,45,QNS.,7/1/2015,H1,7/1/2015
4623380,ACTIVE,6/30/2015,35-08 95 STREET,4449512,403,,63,ELEVR,,,
4623381,ACTIVE,6/30/2015,112-15 DILLON STREET,4264012,412,,9,QNS.,,,
4623382,CLOSED,6/30/2015,139-01 ARCHER AVE,4213816,412,,2E,BEST,6/30/2015,P6,6/30/2015
4623384,ACTIVE,6/30/2015,119-21 201 STREET,4272818,412,,29,QNS.,,,
4623386,ACTIVE,6/30/2015,33-31 102 STREET,4042609,403,,2B,QNS.,7/1/2015,C1,7/1/2015
4623387,ACTIVE,6/30/2015,191-27 116 AVENUE,4238189,412,,45,QNS.,,,
4623388,ACTIVE,6/30/2015,59-09 67 AVENUE,9999994,405,,35,QNS.,,,
4623389,CLOSED,6/30/2015,82-05 NORTHERN BOULEVARD,4034499,403,,94,PLUMB,7/1/2015,I2,7/1/2015
4623390,CLOSED,6/30/2015,88-26 214 STREET,4228672,413,,45,QNS.,7/1/2015,H1,7/1/2015
4623391,ACTIVE,6/30/2015,23-57 51 AVENUE,4000751,402,,73,QNS.,,,
4623392,ACTIVE,6/30/2015,135-59 224 STREET,4281755,413,,5,QNS.,,,
4623393,ACTIVE,6/30/2015,117-58 127 STREET,4254773,410,,86,QNS.,,,
4623394,ACTIVE,6/30/2015,110-07 ATLANTIC AVENUE,4195539,409,,45,QNS.,,,
4623395,ACTIVE,6/30/2015,144-20 HOLLY AVENUE,4117725,407,,45,QNS.,,,
4623396,ACTIVE,6/30/2015,104-31 106 STREET,4202213,410,,45,QNS.,,,
4623399,CLOSED,6/30/2015,88-26 214 STREET,4228672,413,,45,QNS.,7/1/2015,H1,7/1/2015
4623401,CLOSED,6/30/2015,87-22 51 AVENUE,4865469,404,,4M,BEST,6/30/2015,L1,6/30/2015
4623404,ACTIVE,6/30/2015,168-32 105 AVENUE,4533828,412,,65,PLUMB,,,
4623405,CLOSED,6/30/2015,31-24 DITMARS BOULEVARD,4017061,401,,91,SCFLD,7/1/2015,L1,6/30/2015
4623406,CLOSED,6/30/2015,25-39 75 STREET,4023088,403,,45,QNS.,7/1/2015,H1,7/1/2015
4623407,ACTIVE,6/30/2015,106-22 98 STREET,4191194,410,,37,ERT,7/1/2015,C1,7/1/2015
4623408,ACTIVE,6/30/2015,82-22 AUSTIN STREET,4079712,409,,5,QNS.,,,
4623409,ACTIVE,6/30/2015,86-14 79 STREET,4181078,409,,35,QNS.,,,
4623410,ACTIVE,6/30/2015,217-22 133 ROAD,4279203,413,,45,QNS.,,,
4623411,CLOSED,6/30/2015,96-05 50 AVENUE,4046403,404,,4M,BEST,6/30/2015,A3,6/30/2015
4623412,CLOSED,6/30/2015,JACKIE ROBINSON PARKWAY,9999994,482,,4,ERT,6/30/2015,K1,6/30/2015
4623413,CLOSED,6/30/2015,37-20 PRINCE STREET,4112269,407,,45,QNS.,7/1/2015,H1,7/1/2015
4623414,ACTIVE,6/30/2015,120-53 170 STREET,4268402,412,,85,QNS.,,,
4623415,ACTIVE,6/30/2015,140-65 BEECH AVENUE,4117143,407,,63,ELEVR,,,
4623417,ACTIVE,6/30/2015,21-74 STEINWAY STREET,4015981,401,,59,ELCTR,,,
4623418,CLOSED,6/30/2015,25-39 75 STREET,4023088,403,,45,QNS.,7/1/2015,H1,7/1/2015
4623419,ACTIVE,6/30/2015,107-09 PINEGROVE STREET,4215315,412,,29,QNS.,,,
4623420,ACTIVE,6/30/2015,39-35 27 STREET,4863369,401,,1Z,EXEC,,,
4623421,CLOSED,6/30/2015,75-03 194 ST,4155205,408,,2E,BEST,6/30/2015,P6,6/30/2015
4623422,ACTIVE,6/30/2015,39-35 27 STREET,4863369,401,,5,QNS.,,,
4623423,ACTIVE,6/30/2015,39-35 27 STREET,4863369,401,,5,QNS.,,,
4623424,ACTIVE,6/30/2015,39-35 27 STREET,4863369,401,,5,QNS.,,,
4623425,ACTIVE,6/30/2015,40-11 164 STREET,4446007,407,,5,QNS.,,,
4623426,ACTIVE,6/30/2015,164-01 NORTHERN BOULEVARD,4446008,407,,5,QNS.,,,
4623427,ACTIVE,6/30/2015,40-04 BOWNE STREET,4113632,407,,4A,SPOPS,,,
4623428,ACTIVE,6/30/2015,40-19 164 STREET,4446007,407,,5,QNS.,,,
4623429,ACTIVE,6/30/2015,11-07 WELLING COURT,4005544,401,,5,QNS.,,,
4623430,ACTIVE,6/30/2015,78-01 101 AVENUE,4188076,409,,4B,SEP,,,
4623431,ACTIVE,6/30/2015,45-52 KISSENA BOULEVARD,4309846,407,,5,QNS.,,,
4623432,ACTIVE,6/30/2015,23-59 CRESCENT STREET,4018691,401,,5,QNS.,,,
4623433,ACTIVE,6/30/2015,1612 CENTRAL AVENUE,4297968,414,,5,QNS.,,,
4623434,ACTIVE,6/30/2015,41-61 63 STREET,4031593,402,,5,QNS.,,,
4623435,ACTIVE,6/30/2015,102-24 134 STREET,4201177,409,,4B,SEP,,,
4623436,ACTIVE,6/30/2015,169-01 BAISLEY BOULEVARD,4268384,412,,4B,SEP,,,
4623437,CLOSED,6/30/2015,103 BEACH 219 STREET,4466410,414,,2E,BEST,6/30/2015,P6,6/30/2015
4623438,ACTIVE,6/30/2015,84-66 HOMELAWN STREET,4210988,408,,31,QNS.,,,
4623439,ACTIVE,6/30/2015,45-45 CENTER BOULEVARD,4541713,402,,4B,SEP,,,
4623440,CLOSED,6/30/2015,42-12 28 STREET,4005052,402,,91,BEST,7/1/2015,L1,7/1/2015
4623441,ACTIVE,6/30/2015,60-41 68 ROAD,4084268,405,,4B,SEP,,,
4623442,CLOSED,6/30/2015,37-46 101 STREET,4044086,403,,10,ERT,7/1/2015,A8,7/1/2015
4623443,ACTIVE,6/30/2015,7007 FRESH POND ROAD,4088133,405,,4B,SEP,,,
4623444,ACTIVE,6/30/2015,144-42 MELBOURNE AVENUE,4141940,408,,45,QNS.,,,
4623445,ACTIVE,6/30/2015,1879 LINDEN STREET,4081468,405,,90,OBM,,,
4623446,ACTIVE,6/30/2015,42-15 ITHACA STREET,4038943,404,,45,QNS.,,,
4623447,ACTIVE,6/30/2015,104-60 QUEENS BOULEVARD,4433859,406,,63,ELEVR,,,
4623448,ACTIVE,6/30/2015,114-40 211 STREET,4237221,413,,58,BOILR,,,
4623449,ACTIVE,6/30/2015,114-40 211 STREET,4237221,413,,37,ERT,7/1/2015,C3,7/1/2015
4623450,ACTIVE,6/30/2015,1881 LINDEN STREET,4081467,405,,5G,OBM,,,
4623451,ACTIVE,6/30/2015,1881 LINDEN STREET,4081467,405,,90,OBM,,,
4623452,ACTIVE,6/30/2015,1881 LINDEN STREET,4081467,405,,90,OBM,,,
4623453,ACTIVE,6/30/2015,138-41 82 DRIVE,4206612,408,,45,QNS.,,,
4623454,ACTIVE,6/30/2015,120-14 149 AVENUE,4256972,410,,5,QNS.,,,
4623455,ACTIVE,6/30/2015,76-09 34 AVENUE,4028767,403,,63,ELEVR,,,
4623456,ACTIVE,6/30/2015,118-02 225 STREET,4274983,413,,45,QNS.,,,
4623457,ACTIVE,6/30/2015,146-38 TUSKEGEE AIRMAN WAY,4215535,412,,45,QNS.,,,
4623458,ACTIVE,6/30/2015,350 BROADWAY,9999994,4,,73,QNS.,,,
4623459,ACTIVE,6/30/2015,41-49 71 STREET,4030619,402,,5,QNS.,,,
4623460,ACTIVE,6/30/2015,97-14 81 STREET,4188108,409,,29,QNS.,,,
4623461,ACTIVE,6/30/2015,59-28 50 AVENUE,4053842,402,,29,QNS.,,,
4623462,CLOSED,6/30/2015,43-25 HUNTER STREET,4005146,402,,4L,BEST,6/30/2015,L1,6/30/2015
4623463,ACTIVE,6/30/2015,41-51 71 STREET,4030618,402,,5,QNS.,,,
4623464,ACTIVE,6/30/2015,86-43 258 STREET,4180457,413,,83,QNS.,,,
4623465,ACTIVE,6/30/2015,230-31 88 AVENUE,4166312,413,,45,QNS.,,,
4623466,ACTIVE,6/30/2015,35-49 72 STREET,4029542,403,,45,QNS.,,,
4623467,ACTIVE,6/30/2015,221 HOLLYWOOD AVENUE,4168300,411,,74,QNS.,,,
4623468,ACTIVE,6/30/2015,118-16 JAMAICA AVENUE,4195915,409,,45,QNS.,,,
4623469,ACTIVE,6/30/2015,90-60 199 STREET,4222898,412,,45,QNS.,,,
4623470,CLOSED,6/30/2015,34-15 CRESCENT STREET,4007270,401,,37,ERT,7/1/2015,Y3,6/30/2015
4623471,ACTIVE,6/30/2015,200-01 42 AVENUE,4137034,411,,4,ERT,,,
4623472,ACTIVE,6/30/2015,JACKSON AVENUE,9999994,402,,4,ERT,,,
